new_cation,new_anion,IL_SMILES,Experimental logEC50,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
CCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,3.918030337,C6H11F6N2P,6.0,11.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.16,C23H42ClN,23.0,42.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C[n+]1ccn(CCCCO)c1,[Cl-],C[n+]1ccn(CCCCO)c1.[Cl-],3.78,C8H15ClN2O,8.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C[n+]1ccn(CCCC(=O)O)c1,[Cl-],C[n+]1ccn(CCCC(=O)O)c1.[Cl-],3.78,C8H13ClN2O2,8.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,C10H20F6N2O4S2,10.0,20.0,2.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0
CCCCCCCC[N+]1(C)CCCC1,F[B-](F)(F)F,CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1.82,C13H28BF4N,13.0,28.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1.591064607,C12H23BF4N2,12.0,23.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],0.012837225,C22H43ClN2,22.0,43.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,CCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,3.6,C16H18N2O5S,16.0,18.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1.96,C12H23F6N2P,12.0,23.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
C[N+]1(CC#N)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CC#N)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.0,C10H15F6N3O4S2,10.0,15.0,3.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0
COCC[N+]1(C)CCCCC1,[Br-],COCC[N+]1(C)CCCCC1.[Br-],4.6,C9H20BrNO,9.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCC[N+]1(C)CCCCC1,[Br-],CCCC[N+]1(C)CCCCC1.[Br-],4.03,C10H22BrN,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C[N+]1(C#N)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(C#N)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,C8H11F6N3O5S2,8.0,11.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
OCCC[n+]1ccccc1,[Cl-],OCCC[n+]1ccccc1.[Cl-],4.6,C8H12ClNO,8.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCCCCn1cc[n+](CC)c1,F[B-](F)(F)F,CCCCCCn1cc[n+](CC)c1.F[B-](F)(F)F,2.26,C11H21BF4N2,11.0,21.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
C[N+]1(CCCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,C10H18F6N2O6S2,10.0,18.0,2.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0
COCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.250420002,C9H13F6N3O5S2,9.0,13.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
C[n+]1ccn(Cc2ccccc2)c1,F[B-](F)(F)F,C[n+]1ccn(Cc2ccccc2)c1.F[B-](F)(F)F,2.974050903,C11H13BF4N2,11.0,13.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,CCCCCC(=O)[O-],C[N+]1(Cc2ccccc2)CCOCC1.CCCCCC(=O)[O-],3.63,C18H29NO3,18.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.64,C19H34ClN,19.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.7,C8H16F6N2O5S2,8.0,16.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
CCCC[N+](CCCC)(CCCC)CCCC,[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],2.25,C16H36BrN,16.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CC[N+](C)(C)CCOC,[Cl-],CC[N+](C)(C)CCOC.[Cl-],4.6,C7H18ClNO,7.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CC[N+](C)(C)CCO,[I-],CC[N+](C)(C)CCO.[I-],4.6,C6H16INO,6.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CC[N+](C)(C)CCCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.83,C9H18F6N2O5S2,9.0,18.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
[NH3+]CCO,O=C[O-],[NH3+]CCO.O=C[O-],4.15,C3H9NO3,3.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.28,C21H38ClN,21.0,38.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CC[N+](CC)(CC)CC,[Cl-],CC[N+](CC)(CC)CC.[Cl-],3.78,C8H20ClN,8.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C[N+](C)(C)C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[N+](C)(C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.03,C10H12F18NP,10.0,12.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0
CCCCCCCCn1cc[n+](C)c1,[Cl-],CCCCCCCCn1cc[n+](C)c1.[Cl-],2.012837225,C12H23ClN2,12.0,23.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCCCCCCCCn1cc[n+](C)c1,[Cl-],CCCCCCCCCCn1cc[n+](C)c1.[Cl-],1.34,C14H27ClN2,14.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,3.096910013,C8H15F6N2P,8.0,15.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
COC(C)Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC(C)Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.342422681,C10H15F6N3O5S2,10.0,15.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
COC(C)Cn1cc[n+](C)c1,[Cl-],COC(C)Cn1cc[n+](C)c1.[Cl-],4.49,C8H15ClN2O,8.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCCn1cc[n+](CC)c1,O=C([O-])C(F)(F)F,CCCCn1cc[n+](CC)c1.O=C([O-])C(F)(F)F,3.31386722,C11H17F3N2O2,11.0,17.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
CCCCn1cc[n+](CC)c1,O=S(=O)([O-])C(F)(F)F,CCCCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,3.426511261,C10H17F3N2O3S,10.0,17.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0
CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,3.021189299,C9H15F3N2O3S,9.0,15.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0
CCCCn1cc[n+](C)c1,N#C[S-],CCCCn1cc[n+](C)c1.N#C[S-],3.416640507,C9H15N3S,9.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,3.81,C13H18N2O3S,13.0,18.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
C[n+]1ccn(CCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,2.92788341,C12H15F6N2P,12.0,15.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
CCCCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.428134794,C16H19F18N2P,16.0,19.0,2.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0
CCn1cc[n+](C)c1,O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1.O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.832508913,C10H11F10N2O2P,10.0,11.0,2.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0
CCCn1cc[n+](C)c1,[Cl-],CCCn1cc[n+](C)c1.[Cl-],4.6,C7H13ClN2,7.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.F[P-](F)(F)(F)(F)F,1.939019776,C12H10F19N2P,12.0,10.0,2.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0
CC(=O)CCn1cc[n+](C)c1,[Br-],CC(=O)CCn1cc[n+](C)c1.[Br-],3.78,C8H13BrN2O,8.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,3.290034611,C15H22N2O3S,15.0,22.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
CC[N+]1(C)CCOCC1,Cc1ccc(S(=O)(=O)[O-])cc1,CC[N+]1(C)CCOCC1.Cc1ccc(S(=O)(=O)[O-])cc1,3.81,C14H23NO4S,14.0,23.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
COCC[N+]1(C)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.81,C10H18F6N2O6S2,10.0,18.0,2.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0
COCC[N+]1(C)CCOCC1,[Cl-],COCC[N+]1(C)CCOCC1.[Cl-],4.6,C8H18ClNO2,8.0,18.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
CCOCC[N+]1(C)CCOCC1,[Br-],CCOCC[N+]1(C)CCOCC1.[Br-],4.6,C9H20BrNO2,9.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
C[N+]1(CC#N)CCOCC1,[Cl-],C[N+]1(CC#N)CCOCC1.[Cl-],4.6,C7H13ClN2O,7.0,13.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C[N+]1(CCCO)CCOCC1,[Cl-],C[N+]1(CCCO)CCOCC1.[Cl-],4.6,C8H18ClNO2,8.0,18.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,F[B-](F)(F)F,C[N+]1(Cc2ccccc2)CCOCC1.F[B-](F)(F)F,2.61,C12H18BF4NO,12.0,18.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,O=S(=O)([O-])O,C[N+]1(Cc2ccccc2)CCOCC1.O=S(=O)([O-])O,3.64,C12H19NO5S,12.0,19.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,COCC(=O)[O-],C[N+]1(Cc2ccccc2)CCOCC1.COCC(=O)[O-],3.9,C15H23NO4,15.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,COCCOCC(=O)[O-],C[N+]1(Cc2ccccc2)CCOCC1.COCCOCC(=O)[O-],3.89,C17H27NO5,17.0,27.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,CCCCCCCC(=O)[O-],C[N+]1(Cc2ccccc2)CCOCC1.CCCCCCCC(=O)[O-],3.22,C20H33NO3,20.0,33.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(Cc2ccccc2)CCOCC1,O=C([O-])c1ccccc1O,C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])c1ccccc1O,2.9,C19H23NO4,19.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,0.48,C32H68BF4P,32.0,68.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
CCCC[P+](CCCC)(CCCC)CCCC,[Br-],CCCC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,C16H36BrP,16.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
OCC[NH2+]CCO,CC(C)C(=O)[O-],OCC[NH2+]CCO.CC(C)C(=O)[O-],3.474216264,C8H19NO4,8.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
C[N+]1(CCCO)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCCO)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.63,C11H20F6N2O5S2,11.0,20.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
C[N+]1(CCO)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCO)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.65,C10H18F6N2O5S2,10.0,18.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
CCOCC[N+]1(C)CCCCC1,[Br-],CCOCC[N+]1(C)CCCCC1.[Br-],4.31,C10H22BrNO,10.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
CCOC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,C11H20F6N2O5S2,11.0,20.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
OCC[n+]1ccccc1,[I-],OCC[n+]1ccccc1.[I-],4.16,C7H10INO,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CCOC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.12,C10H12F6N2O5S2,10.0,12.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
CCCC[n+]1ccccc1,F[B-](F)(F)F,CCCC[n+]1ccccc1.F[B-](F)(F)F,3.6,C9H14BF4N,9.0,14.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
CCCC[n+]1ccc(N(C)C)cc1,[Cl-],CCCC[n+]1ccc(N(C)C)cc1.[Cl-],1.94,C11H19ClN2,11.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COCCC[n+]1ccccc1,[Cl-],COCCC[n+]1ccccc1.[Cl-],4.6,C9H14ClNO,9.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCC[n+]1cc(C)cc(C)c1,[Cl-],CCCC[n+]1cc(C)cc(C)c1.[Cl-],3.42,C11H18ClN,11.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCC[n+]1ccc(C)cc1,N#C[B-](C#N)(C#N)C#N,CCCC[n+]1ccc(C)cc1.N#C[B-](C#N)(C#N)C#N,2.88,C14H16BN5,14.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC[n+]1ccccc1,COS(=O)(=O)[O-],CCCC[n+]1ccccc1.COS(=O)(=O)[O-],3.92,C10H17NO4S,10.0,17.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,CCCCOC[n+]1cccc(O)c1.CC1=CC(=O)[N-]S(=O)(=O)O1,3.7,C14H20N2O6S,14.0,20.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,CCCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,3.0,C20H26N2O5S,20.0,26.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.01,C11H20F6N2O4S2,11.0,20.0,2.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0
CCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,C11H20F6N2O5S2,11.0,20.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0
CCCCCC[N+]1(CCCCCC)CCCC1,F[B-](F)(F)F,CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F,1.23,C16H34BF4N,16.0,34.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
COCCC[N+]1(C)CCCC1,[Cl-],COCCC[N+]1(C)CCCC1.[Cl-],4.6,C9H20ClNO,9.0,20.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CCCCn1cc[n+](C)c1,[Br-],CCCCn1cc[n+](C)c1.[Br-],3.43,C8H15BrN2,8.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCn1cc[n+](C)c1,CS(=O)(=O)[O-],CCn1cc[n+](C)c1.CS(=O)(=O)[O-],3.97,C7H14N2O3S,7.0,14.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
CCCC[n+]1ccn(CC)c1,F[B-](F)(F)F,CCCC[n+]1ccn(CC)c1.F[B-](F)(F)F,3.26,C9H17BF4N2,9.0,17.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,[Cl-],CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],0.65,C19H34ClN,19.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
